experiment,agent_model,tier,subtest,run_number,judge_model,judge_number,criterion,criterion_score,criterion_achieved,criterion_max
test-002,claude-haiku-4-5,T3,40,2,claude-haiku-4-5,3,safety,0.0,0.0,4.0
test-002,claude-haiku-4-5,T3,40,3,claude-opus-4-6,1,location_discovery,1.0,1.0,1.0
test-002,claude-haiku-4-5,T3,40,3,claude-opus-4-6,1,file_creation,1.0,2.0,2.0
test-002,claude-haiku-4-5,T3,40,3,claude-opus-4-6,1,mojo_syntax,1.0,2.5,2.5
test-002,claude-haiku-4-5,T3,40,3,claude-opus-4-6,1,correct_output,0.7,1.4,2.0
test-002,claude-haiku-4-5,T3,40,3,claude-opus-4-6,1,build_integration,0.48,1.2,2.5
test-002,claude-haiku-4-5,T3,40,3,claude-opus-4-6,1,documentation,0.94,2.35,2.5
test-002,claude-haiku-4-5,T3,40,3,claude-opus-4-6,1,execution,N/A,N/A,N/A
test-002,claude-haiku-4-5,T3,40,3,claude-opus-4-6,1,memory_safety,1.0,1.5,1.5
test-002,claude-haiku-4-5,T3,40,3,claude-opus-4-6,1,ownership_patterns,1.0,1.0,1.0
test-002,claude-haiku-4-5,T3,40,3,claude-opus-4-6,1,deprecated_patterns,1.0,1.0,1.0
test-002,claude-haiku-4-5,T3,40,3,claude-opus-4-6,1,code_formatting,0.7,0.7,1.0
test-002,claude-haiku-4-5,T3,40,3,claude-sonnet-4-6,2,functional,0.933,7.0,7.5
test-002,claude-haiku-4-5,T3,40,3,claude-sonnet-4-6,2,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T3,40,3,claude-sonnet-4-6,2,documentation,0.84,2.1,2.5
test-002,claude-haiku-4-5,T3,40,3,claude-sonnet-4-6,2,execution,1.0,N/A,N/A
test-002,claude-haiku-4-5,T3,40,3,claude-sonnet-4-6,2,memory_safety_and_ownership,1.0,3.5,3.5
test-002,claude-haiku-4-5,T3,40,3,claude-sonnet-4-6,2,code_formatting,0.7,0.7,1.0
test-002,claude-haiku-4-5,T3,40,3,claude-haiku-4-5,3,functional,0.8,6.0,7.5
test-002,claude-haiku-4-5,T3,40,3,claude-haiku-4-5,3,build,0.0,0.0,3.5
test-002,claude-haiku-4-5,T3,40,3,claude-haiku-4-5,3,documentation,1.0,2.5,2.5
test-002,claude-haiku-4-5,T3,40,3,claude-haiku-4-5,3,safety,0.875,3.5,4.0
test-002,claude-haiku-4-5,T3,41,1,claude-opus-4-6,1,core_functionality,0.9,6.75,7.5
test-002,claude-haiku-4-5,T3,41,1,claude-opus-4-6,1,build_integration,0.7,1.75,2.5
test-002,claude-haiku-4-5,T3,41,1,claude-opus-4-6,1,documentation,0.92,2.3,2.5
test-002,claude-haiku-4-5,T3,41,1,claude-opus-4-6,1,safety_patterns,0.775,3.1,4.0
test-002,claude-haiku-4-5,T3,41,1,claude-sonnet-4-6,2,core_functionality,0.9,6.75,7.5
test-002,claude-haiku-4-5,T3,41,1,claude-sonnet-4-6,2,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T3,41,1,claude-sonnet-4-6,2,documentation,0.92,2.3,2.5
test-002,claude-haiku-4-5,T3,41,1,claude-sonnet-4-6,2,safety_and_patterns,0.8125,3.25,4.0
test-002,claude-haiku-4-5,T3,41,1,claude-haiku-4-5,3,functional,0.73,5.5,7.5
test-002,claude-haiku-4-5,T3,41,1,claude-haiku-4-5,3,build,0.29,1.0,3.5
test-002,claude-haiku-4-5,T3,41,1,claude-haiku-4-5,3,documentation,1.0,2.5,2.5
test-002,claude-haiku-4-5,T3,41,1,claude-haiku-4-5,3,safety,0.5,2.0,4.0
test-002,claude-haiku-4-5,T3,41,2,claude-opus-4-6,1,core_functionality,0.913,6.85,7.5
test-002,claude-haiku-4-5,T3,41,2,claude-opus-4-6,1,build_integration,0.7,1.75,2.5
test-002,claude-haiku-4-5,T3,41,2,claude-opus-4-6,1,documentation,0.94,2.35,2.5
test-002,claude-haiku-4-5,T3,41,2,claude-opus-4-6,1,safety_patterns,0.875,3.5,4.0
test-002,claude-haiku-4-5,T3,41,2,claude-sonnet-4-6,2,core_functionality,0.9,6.75,7.5
test-002,claude-haiku-4-5,T3,41,2,claude-sonnet-4-6,2,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T3,41,2,claude-sonnet-4-6,2,documentation,0.8,2.0,2.5
test-002,claude-haiku-4-5,T3,41,2,claude-sonnet-4-6,2,execution,1.0,0.5,0.5
test-002,claude-haiku-4-5,T3,41,2,claude-sonnet-4-6,2,memory_safety_ownership,1.0,2.5,2.5
test-002,claude-haiku-4-5,T3,41,2,claude-sonnet-4-6,2,deprecated_patterns,1.0,1.0,1.0
test-002,claude-haiku-4-5,T3,41,2,claude-haiku-4-5,3,functional,0.667,5.0,7.5
test-002,claude-haiku-4-5,T3,41,2,claude-haiku-4-5,3,build,0.0,0.0,3.5
test-002,claude-haiku-4-5,T3,41,2,claude-haiku-4-5,3,documentation,1.0,2.5,2.5
test-002,claude-haiku-4-5,T3,41,2,claude-haiku-4-5,3,safety,0.5,2.0,4.0
test-002,claude-haiku-4-5,T3,41,3,claude-opus-4-6,1,core_functionality,0.913,6.85,7.5
test-002,claude-haiku-4-5,T3,41,3,claude-opus-4-6,1,build_integration,0.7,1.75,2.5
test-002,claude-haiku-4-5,T3,41,3,claude-opus-4-6,1,documentation,0.94,2.35,2.5
test-002,claude-haiku-4-5,T3,41,3,claude-opus-4-6,1,execution_safety,0.775,3.1,4.0
test-002,claude-haiku-4-5,T3,41,3,claude-opus-4-6,1,formatting,0.75,0.75,1.0
test-002,claude-haiku-4-5,T3,41,3,claude-sonnet-4-6,2,core_functionality,0.867,6.5,7.5
test-002,claude-haiku-4-5,T3,41,3,claude-sonnet-4-6,2,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T3,41,3,claude-sonnet-4-6,2,documentation,0.96,2.4,2.5
test-002,claude-haiku-4-5,T3,41,3,claude-sonnet-4-6,2,execution_and_safety,0.875,3.5,4.0
test-002,claude-haiku-4-5,T3,41,3,claude-haiku-4-5,3,functional,0.2,1.5,7.5
test-002,claude-haiku-4-5,T3,41,3,claude-haiku-4-5,3,build,0.0,0.0,3.5
test-002,claude-haiku-4-5,T3,41,3,claude-haiku-4-5,3,documentation,0.8,2.0,2.5
test-002,claude-haiku-4-5,T3,41,3,claude-haiku-4-5,3,safety,0.0,0.0,4.0
test-002,claude-haiku-4-5,T4,01,1,claude-opus-4-6,1,core_functionality,0.913,6.85,7.5
test-002,claude-haiku-4-5,T4,01,1,claude-opus-4-6,1,build_integration,0.7,1.75,2.5
test-002,claude-haiku-4-5,T4,01,1,claude-opus-4-6,1,documentation,0.94,2.35,2.5
test-002,claude-haiku-4-5,T4,01,1,claude-opus-4-6,1,execution_and_safety,0.788,3.15,4.0
test-002,claude-haiku-4-5,T4,01,1,claude-opus-4-6,1,code_formatting,0.7,0.7,1.0
test-002,claude-haiku-4-5,T4,01,1,claude-sonnet-4-6,2,core_functionality,0.9,6.75,7.5
test-002,claude-haiku-4-5,T4,01,1,claude-sonnet-4-6,2,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,01,1,claude-sonnet-4-6,2,documentation,0.92,2.3,2.5
test-002,claude-haiku-4-5,T4,01,1,claude-sonnet-4-6,2,execution,1.0,0.5,0.5
test-002,claude-haiku-4-5,T4,01,1,claude-sonnet-4-6,2,memory_safety_ownership,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,01,1,claude-sonnet-4-6,2,deprecated_patterns,1.0,1.0,1.0
test-002,claude-haiku-4-5,T4,01,1,claude-sonnet-4-6,2,code_formatting,0.5,0.5,1.0
test-002,claude-haiku-4-5,T4,01,1,claude-haiku-4-5,3,functionality,0.433,3.25,7.5
test-002,claude-haiku-4-5,T4,01,1,claude-haiku-4-5,3,build_integration,0.071,0.25,3.5
test-002,claude-haiku-4-5,T4,01,1,claude-haiku-4-5,3,documentation,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,01,1,claude-haiku-4-5,3,safety_patterns,0.375,1.5,4.0
test-002,claude-haiku-4-5,T4,01,2,claude-opus-4-6,1,core_functionality,0.9,6.75,7.5
test-002,claude-haiku-4-5,T4,01,2,claude-opus-4-6,1,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,01,2,claude-opus-4-6,1,documentation,0.94,2.35,2.5
test-002,claude-haiku-4-5,T4,01,2,claude-opus-4-6,1,safety_patterns,0.7125,2.85,4.0
test-002,claude-haiku-4-5,T4,01,2,claude-opus-4-6,1,formatting,0.75,0.75,1.0
test-002,claude-haiku-4-5,T4,01,2,claude-sonnet-4-6,2,functional,0.933,7.0,7.5
test-002,claude-haiku-4-5,T4,01,2,claude-sonnet-4-6,2,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,01,2,claude-sonnet-4-6,2,documentation,0.92,2.3,2.5
test-002,claude-haiku-4-5,T4,01,2,claude-sonnet-4-6,2,execution,1.0,0.5,0.5
test-002,claude-haiku-4-5,T4,01,2,claude-sonnet-4-6,2,memory_safety_and_ownership,1.0,4.0,4.0
test-002,claude-haiku-4-5,T4,01,2,claude-sonnet-4-6,2,code_formatting,N/A,N/A,N/A
test-002,claude-haiku-4-5,T4,01,2,claude-haiku-4-5,3,functionality,0.87,6.5,7.5
test-002,claude-haiku-4-5,T4,01,2,claude-haiku-4-5,3,build_integration,0.29,1.0,3.5
test-002,claude-haiku-4-5,T4,01,2,claude-haiku-4-5,3,documentation,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,01,2,claude-haiku-4-5,3,execution_and_safety,0.25,1.0,4.0
test-002,claude-haiku-4-5,T4,01,3,claude-opus-4-6,1,core_functionality,0.867,6.5,7.5
test-002,claude-haiku-4-5,T4,01,3,claude-opus-4-6,1,build_integration,0.5,1.25,2.5
test-002,claude-haiku-4-5,T4,01,3,claude-opus-4-6,1,documentation,0.92,2.3,2.5
test-002,claude-haiku-4-5,T4,01,3,claude-opus-4-6,1,safety_patterns,0.713,2.85,4.0
test-002,claude-haiku-4-5,T4,01,3,claude-sonnet-4-6,2,functional,0.867,6.5,7.5
test-002,claude-haiku-4-5,T4,01,3,claude-sonnet-4-6,2,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,01,3,claude-sonnet-4-6,2,documentation,0.88,2.2,2.5
test-002,claude-haiku-4-5,T4,01,3,claude-sonnet-4-6,2,execution,1.0,0.5,0.5
test-002,claude-haiku-4-5,T4,01,3,claude-sonnet-4-6,2,memory_safety,0.875,3.5,4.0
test-002,claude-haiku-4-5,T4,01,3,claude-sonnet-4-6,2,code_formatting,0.7,0.7,1.0
test-002,claude-haiku-4-5,T4,01,3,claude-haiku-4-5,3,functional,0.87,6.5,7.5
test-002,claude-haiku-4-5,T4,01,3,claude-haiku-4-5,3,build_integration,0.0,0.0,3.5
test-002,claude-haiku-4-5,T4,01,3,claude-haiku-4-5,3,documentation,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,01,3,claude-haiku-4-5,3,safety_patterns,0.75,3.0,4.0
test-002,claude-haiku-4-5,T4,02,1,claude-opus-4-6,1,core_functionality,0.887,6.65,7.5
test-002,claude-haiku-4-5,T4,02,1,claude-opus-4-6,1,build_integration,0.7,1.75,2.5
test-002,claude-haiku-4-5,T4,02,1,claude-opus-4-6,1,documentation,0.9,2.25,2.5
test-002,claude-haiku-4-5,T4,02,1,claude-opus-4-6,1,execution_and_safety,0.713,2.85,4.0
test-002,claude-haiku-4-5,T4,02,1,claude-opus-4-6,1,formatting,0.7,0.7,1.0
test-002,claude-haiku-4-5,T4,02,1,claude-sonnet-4-6,2,functional,0.867,6.5,7.5
test-002,claude-haiku-4-5,T4,02,1,claude-sonnet-4-6,2,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,02,1,claude-sonnet-4-6,2,documentation,0.9,2.25,2.5
test-002,claude-haiku-4-5,T4,02,1,claude-sonnet-4-6,2,execution,0.5,0.25,0.5
test-002,claude-haiku-4-5,T4,02,1,claude-sonnet-4-6,2,memory_safety,0.9,2.25,2.5
test-002,claude-haiku-4-5,T4,02,1,claude-sonnet-4-6,2,deprecated_patterns,1.0,1.0,1.0
test-002,claude-haiku-4-5,T4,02,1,claude-sonnet-4-6,2,code_formatting,0.0,0.0,1.0
test-002,claude-haiku-4-5,T4,02,1,claude-haiku-4-5,3,functional,0.73,5.5,7.5
test-002,claude-haiku-4-5,T4,02,1,claude-haiku-4-5,3,build,0.14,0.5,3.5
test-002,claude-haiku-4-5,T4,02,1,claude-haiku-4-5,3,documentation,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,02,1,claude-haiku-4-5,3,safety,0.5,2.0,4.0
test-002,claude-haiku-4-5,T4,02,2,claude-opus-4-6,1,core_functionality,0.9,6.75,7.5
test-002,claude-haiku-4-5,T4,02,2,claude-opus-4-6,1,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,02,2,claude-opus-4-6,1,documentation,0.92,2.3,2.5
test-002,claude-haiku-4-5,T4,02,2,claude-opus-4-6,1,execution,0.0,0.0,0.5
test-002,claude-haiku-4-5,T4,02,2,claude-opus-4-6,1,memory_safety_ownership,0.86,2.15,2.5
test-002,claude-haiku-4-5,T4,02,2,claude-opus-4-6,1,deprecated_patterns,1.0,1.0,1.0
test-002,claude-haiku-4-5,T4,02,2,claude-opus-4-6,1,code_formatting,0.0,0.0,1.0
test-002,claude-haiku-4-5,T4,02,2,claude-sonnet-4-6,2,functional,0.867,6.5,7.5
test-002,claude-haiku-4-5,T4,02,2,claude-sonnet-4-6,2,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,02,2,claude-sonnet-4-6,2,documentation,0.7,1.75,2.5
test-002,claude-haiku-4-5,T4,02,2,claude-sonnet-4-6,2,execution,1.0,0.5,0.5
test-002,claude-haiku-4-5,T4,02,2,claude-sonnet-4-6,2,memory_safety,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,02,2,claude-sonnet-4-6,2,deprecated_patterns,1.0,1.0,1.0
test-002,claude-haiku-4-5,T4,02,2,claude-sonnet-4-6,2,code_formatting,,N/A,N/A
test-002,claude-haiku-4-5,T4,02,2,claude-haiku-4-5,3,functional,0.87,6.5,7.5
test-002,claude-haiku-4-5,T4,02,2,claude-haiku-4-5,3,build,0.29,1.0,3.5
test-002,claude-haiku-4-5,T4,02,2,claude-haiku-4-5,3,documentation,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,02,2,claude-haiku-4-5,3,safety,0.38,1.5,4.0
test-002,claude-haiku-4-5,T4,02,3,claude-opus-4-6,1,core_functionality,0.9,6.75,7.5
test-002,claude-haiku-4-5,T4,02,3,claude-opus-4-6,1,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,02,3,claude-opus-4-6,1,documentation,0.86,2.15,2.5
test-002,claude-haiku-4-5,T4,02,3,claude-opus-4-6,1,execution,0.0,0.0,0.5
test-002,claude-haiku-4-5,T4,02,3,claude-opus-4-6,1,memory_safety_ownership,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,02,3,claude-opus-4-6,1,deprecated_patterns,1.0,1.0,1.0
test-002,claude-haiku-4-5,T4,02,3,claude-opus-4-6,1,code_formatting,0.5,0.5,1.0
test-002,claude-haiku-4-5,T4,02,3,claude-sonnet-4-6,2,core_functionality,0.933,7.0,7.5
test-002,claude-haiku-4-5,T4,02,3,claude-sonnet-4-6,2,build_integration,0.8,2.0,2.5
test-002,claude-haiku-4-5,T4,02,3,claude-sonnet-4-6,2,documentation,0.8,2.0,2.5
test-002,claude-haiku-4-5,T4,02,3,claude-sonnet-4-6,2,execution,1.0,0.5,0.5
test-002,claude-haiku-4-5,T4,02,3,claude-sonnet-4-6,2,memory_safety,1.0,4.0,4.0
test-002,claude-haiku-4-5,T4,02,3,claude-sonnet-4-6,2,code_formatting,1.0,N/A,N/A
test-002,claude-haiku-4-5,T4,02,3,claude-haiku-4-5,3,functional,0.73,5.5,7.5
test-002,claude-haiku-4-5,T4,02,3,claude-haiku-4-5,3,build_integration,0.14,0.5,3.5
test-002,claude-haiku-4-5,T4,02,3,claude-haiku-4-5,3,documentation,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,02,3,claude-haiku-4-5,3,safety_patterns,0.38,1.5,4.0
test-002,claude-haiku-4-5,T4,03,1,claude-opus-4-6,1,core_functionality,0.867,6.5,7.5
test-002,claude-haiku-4-5,T4,03,1,claude-opus-4-6,1,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,03,1,claude-opus-4-6,1,documentation,0.9,2.25,2.5
test-002,claude-haiku-4-5,T4,03,1,claude-opus-4-6,1,safety_patterns,0.625,2.5,4.0
test-002,claude-haiku-4-5,T4,03,1,claude-sonnet-4-6,2,core_functionality,0.933,7.0,7.5
test-002,claude-haiku-4-5,T4,03,1,claude-sonnet-4-6,2,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,03,1,claude-sonnet-4-6,2,documentation,0.92,2.3,2.5
test-002,claude-haiku-4-5,T4,03,1,claude-sonnet-4-6,2,execution,0.5,0.25,0.5
test-002,claude-haiku-4-5,T4,03,1,claude-sonnet-4-6,2,memory_safety_and_patterns,0.9375,3.75,4.0
test-002,claude-haiku-4-5,T4,03,1,claude-haiku-4-5,3,core_functionality,0.87,6.5,7.5
test-002,claude-haiku-4-5,T4,03,1,claude-haiku-4-5,3,build_integration,0.14,0.5,3.5
test-002,claude-haiku-4-5,T4,03,1,claude-haiku-4-5,3,documentation,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,03,1,claude-haiku-4-5,3,safety_and_execution,0.67,3.0,4.5
test-002,claude-haiku-4-5,T4,03,2,claude-opus-4-6,1,core_functionality,0.933,7.0,7.5
test-002,claude-haiku-4-5,T4,03,2,claude-opus-4-6,1,build_integration,0.8,2.0,2.5
test-002,claude-haiku-4-5,T4,03,2,claude-opus-4-6,1,documentation,0.92,2.3,2.5
test-002,claude-haiku-4-5,T4,03,2,claude-opus-4-6,1,execution_and_safety,0.775,3.1,4.0
test-002,claude-haiku-4-5,T4,03,2,claude-opus-4-6,1,code_formatting,0.8,0.8,1.0
test-002,claude-haiku-4-5,T4,03,2,claude-sonnet-4-6,2,functional,0.867,6.5,7.5
test-002,claude-haiku-4-5,T4,03,2,claude-sonnet-4-6,2,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,03,2,claude-sonnet-4-6,2,documentation,0.88,2.2,2.5
test-002,claude-haiku-4-5,T4,03,2,claude-sonnet-4-6,2,execution,,N/A,N/A
test-002,claude-haiku-4-5,T4,03,2,claude-sonnet-4-6,2,memory_safety,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,03,2,claude-sonnet-4-6,2,deprecated_patterns,1.0,1.0,1.0
test-002,claude-haiku-4-5,T4,03,2,claude-sonnet-4-6,2,code_formatting,,N/A,N/A
test-002,claude-haiku-4-5,T4,03,2,claude-haiku-4-5,3,functionality,0.93,7.0,7.5
test-002,claude-haiku-4-5,T4,03,2,claude-haiku-4-5,3,build_integration,0.43,1.5,3.5
test-002,claude-haiku-4-5,T4,03,2,claude-haiku-4-5,3,documentation,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,03,2,claude-haiku-4-5,3,safety_and_patterns,0.75,3.0,4.0
test-002,claude-haiku-4-5,T4,03,3,claude-opus-4-6,1,core_functionality,0.867,6.5,7.5
test-002,claude-haiku-4-5,T4,03,3,claude-opus-4-6,1,build_integration,0.5,1.25,2.5
test-002,claude-haiku-4-5,T4,03,3,claude-opus-4-6,1,documentation,0.94,2.35,2.5
test-002,claude-haiku-4-5,T4,03,3,claude-opus-4-6,1,safety_patterns,0.688,2.75,4.0
test-002,claude-haiku-4-5,T4,03,3,claude-opus-4-6,1,code_formatting,0.7,0.7,1.0
test-002,claude-haiku-4-5,T4,03,3,claude-sonnet-4-6,2,functional,0.867,6.5,7.5
test-002,claude-haiku-4-5,T4,03,3,claude-sonnet-4-6,2,build,0.429,1.5,3.5
test-002,claude-haiku-4-5,T4,03,3,claude-sonnet-4-6,2,documentation,0.92,2.3,2.5
test-002,claude-haiku-4-5,T4,03,3,claude-sonnet-4-6,2,safety_patterns,0.875,3.5,4.0
test-002,claude-haiku-4-5,T4,03,3,claude-haiku-4-5,3,functional,0.73,5.5,7.5
test-002,claude-haiku-4-5,T4,03,3,claude-haiku-4-5,3,build_integration,0.0,0.0,3.5
test-002,claude-haiku-4-5,T4,03,3,claude-haiku-4-5,3,documentation,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,03,3,claude-haiku-4-5,3,safety_patterns,0.375,1.5,4.0
test-002,claude-haiku-4-5,T4,04,1,claude-opus-4-6,1,core_functionality,0.9,6.75,7.5
test-002,claude-haiku-4-5,T4,04,1,claude-opus-4-6,1,build_integration,N/A,N/A,N/A
test-002,claude-haiku-4-5,T4,04,1,claude-opus-4-6,1,documentation,0.94,2.35,2.5
test-002,claude-haiku-4-5,T4,04,1,claude-opus-4-6,1,execution,N/A,N/A,N/A
test-002,claude-haiku-4-5,T4,04,1,claude-opus-4-6,1,memory_safety_ownership,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,04,1,claude-opus-4-6,1,deprecated_patterns,1.0,1.0,1.0
test-002,claude-haiku-4-5,T4,04,1,claude-opus-4-6,1,code_formatting,N/A,N/A,N/A
test-002,claude-haiku-4-5,T4,04,1,claude-sonnet-4-6,2,Core Functionality,0.867,6.5,7.5
test-002,claude-haiku-4-5,T4,04,1,claude-sonnet-4-6,2,Build Integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,04,1,claude-sonnet-4-6,2,Documentation,0.92,2.3,2.5
test-002,claude-haiku-4-5,T4,04,1,claude-sonnet-4-6,2,Execution,0.0,0.0,0.5
test-002,claude-haiku-4-5,T4,04,1,claude-sonnet-4-6,2,Memory Safety and Ownership,1.0,4.0,4.0
test-002,claude-haiku-4-5,T4,04,1,claude-sonnet-4-6,2,Code Formatting,,N/A,N/A
test-002,claude-haiku-4-5,T4,04,1,claude-haiku-4-5,3,functional,0.533,4.0,7.5
test-002,claude-haiku-4-5,T4,04,1,claude-haiku-4-5,3,build,0.143,0.5,3.5
test-002,claude-haiku-4-5,T4,04,1,claude-haiku-4-5,3,documentation,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,04,1,claude-haiku-4-5,3,safety,0.0,0.0,4.0
test-002,claude-haiku-4-5,T4,04,2,claude-opus-4-6,1,core_functionality,0.9,6.75,7.5
test-002,claude-haiku-4-5,T4,04,2,claude-opus-4-6,1,build_integration,0.7,1.75,2.5
test-002,claude-haiku-4-5,T4,04,2,claude-opus-4-6,1,documentation,0.9,2.25,2.5
test-002,claude-haiku-4-5,T4,04,2,claude-opus-4-6,1,execution_and_safety,0.675,2.7,4.0
test-002,claude-haiku-4-5,T4,04,2,claude-opus-4-6,1,code_formatting,0.7,0.7,1.0
test-002,claude-haiku-4-5,T4,04,2,claude-sonnet-4-6,2,functional,0.9,6.75,7.5
test-002,claude-haiku-4-5,T4,04,2,claude-sonnet-4-6,2,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,04,2,claude-sonnet-4-6,2,documentation,0.92,2.3,2.5
test-002,claude-haiku-4-5,T4,04,2,claude-sonnet-4-6,2,execution,0.0,0.0,0.5
test-002,claude-haiku-4-5,T4,04,2,claude-sonnet-4-6,2,memory_safety,1.0,3.5,3.5
test-002,claude-haiku-4-5,T4,04,2,claude-haiku-4-5,3,functional,0.833,6.25,7.5
test-002,claude-haiku-4-5,T4,04,2,claude-haiku-4-5,3,build_integration,0.0,0.0,3.5
test-002,claude-haiku-4-5,T4,04,2,claude-haiku-4-5,3,documentation,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,04,2,claude-haiku-4-5,3,safety_patterns,0.375,1.5,4.0
test-002,claude-haiku-4-5,T4,04,3,claude-opus-4-6,1,core_functionality,0.893,6.7,7.5
test-002,claude-haiku-4-5,T4,04,3,claude-opus-4-6,1,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,04,3,claude-opus-4-6,1,documentation,0.7,1.75,2.5
test-002,claude-haiku-4-5,T4,04,3,claude-opus-4-6,1,execution,0.0,0.0,0.5
test-002,claude-haiku-4-5,T4,04,3,claude-opus-4-6,1,memory_safety_ownership,0.86,2.15,2.5
test-002,claude-haiku-4-5,T4,04,3,claude-opus-4-6,1,deprecated_patterns,1.0,1.0,1.0
test-002,claude-haiku-4-5,T4,04,3,claude-opus-4-6,1,code_formatting,N/A,N/A,N/A
test-002,claude-haiku-4-5,T4,04,3,claude-sonnet-4-6,2,functional,0.9,6.75,7.5
test-002,claude-haiku-4-5,T4,04,3,claude-sonnet-4-6,2,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,04,3,claude-sonnet-4-6,2,documentation,0.88,2.2,2.5
test-002,claude-haiku-4-5,T4,04,3,claude-sonnet-4-6,2,execution,1.0,0.5,0.5
test-002,claude-haiku-4-5,T4,04,3,claude-sonnet-4-6,2,memory_safety,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,04,3,claude-sonnet-4-6,2,deprecated_patterns,1.0,1.0,1.0
test-002,claude-haiku-4-5,T4,04,3,claude-sonnet-4-6,2,code_formatting,N/A,N/A,N/A
test-002,claude-haiku-4-5,T4,04,3,claude-haiku-4-5,3,functional,0.2,1.5,7.5
test-002,claude-haiku-4-5,T4,04,3,claude-haiku-4-5,3,build_integration,0.0,0.0,3.5
test-002,claude-haiku-4-5,T4,04,3,claude-haiku-4-5,3,documentation,0.8,2.0,2.5
test-002,claude-haiku-4-5,T4,04,3,claude-haiku-4-5,3,safety_execution,0.0,0.0,4.0
test-002,claude-haiku-4-5,T4,05,1,claude-opus-4-6,1,core_functionality,0.9,6.75,7.5
test-002,claude-haiku-4-5,T4,05,1,claude-opus-4-6,1,build_integration,0.6,1.5,2.5
test-002,claude-haiku-4-5,T4,05,1,claude-opus-4-6,1,documentation,0.84,2.1,2.5
test-002,claude-haiku-4-5,T4,05,1,claude-opus-4-6,1,execution,0.0,0.0,0.5
test-002,claude-haiku-4-5,T4,05,1,claude-opus-4-6,1,memory_safety_ownership,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,05,1,claude-opus-4-6,1,deprecated_patterns,1.0,1.0,1.0
test-002,claude-haiku-4-5,T4,05,1,claude-opus-4-6,1,code_formatting,0.75,0.75,1.0
test-002,claude-haiku-4-5,T4,05,1,claude-sonnet-4-6,2,functional,0.933,7.0,7.5
test-002,claude-haiku-4-5,T4,05,1,claude-sonnet-4-6,2,build_integration,0.8,2.0,2.5
test-002,claude-haiku-4-5,T4,05,1,claude-sonnet-4-6,2,documentation,0.8,2.0,2.5
test-002,claude-haiku-4-5,T4,05,1,claude-sonnet-4-6,2,execution,1.0,0.5,0.5
test-002,claude-haiku-4-5,T4,05,1,claude-sonnet-4-6,2,memory_safety,1.0,4.0,4.0
test-002,claude-haiku-4-5,T4,05,1,claude-sonnet-4-6,2,code_formatting,,N/A,N/A
test-002,claude-haiku-4-5,T4,05,1,claude-haiku-4-5,3,functional,0.73,5.5,7.5
test-002,claude-haiku-4-5,T4,05,1,claude-haiku-4-5,3,build,0.14,0.5,3.5
test-002,claude-haiku-4-5,T4,05,1,claude-haiku-4-5,3,documentation,1.0,2.5,2.5
test-002,claude-haiku-4-5,T4,05,1,claude-haiku-4-5,3,safety,0.38,1.5,4.0
test-002,claude-haiku-4-5,T4,05,2,claude-opus-4-6,1,core_functionality,0.9,6.75,7.5
test-002,claude-haiku-4-5,T4,05,2,claude-opus-4-6,1,build_integration,0.66,1.65,2.5
